ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 01/04/2026;COBERTURA;IMPORTE AFILIADO
28354;cetirizina;CABAL;comp.x 10;Dallas;$ 9917.4;40%;$ 5950.44
32340;cetirizina;CABAL;comp.x 30;Dallas;$ 19499.46;40%;$ 11699.68
28355;cetirizina;CABAL;gts.x 10 ml;Dallas;$ 9356.45;40%;$ 5613.87
39724;dexametasona+neomicina+asoc.;PROETZTOTAL;sol.p/nebulizar x 10 ml;Dallas;$ 12654.58;50%;$ 6327.29
39725;dexametasona+neomicina+asoc.;PROETZTOTAL;sol.p/nebulizar x 20 ml;Dallas;$ 18660.12;50%;$ 9330.06
2464;loperamida;VILTAR;comp.x 10;Dallas;$ 5949.88;50%;$ 2974.94
33249;loperamida;VILTAR;comp.x 20;Dallas;$ 8981.83;50%;$ 4490.92
11149;natamicina;NATACYN;fco.x 15 ml;Daxley;$ 8988;50%;$ 4494
54508;acetilcisteína;DENVERMUC 600;600 mg sob.x 10;Denver Farma;$ 13186.29;40%;$ 7911.77
40220;alprazolam;ALPRAZOLAM DENVER FARMA;0.5 mg comp.x 60;Denver Farma;$ 8526.95;50%;$ 4263.48
40221;alprazolam;ALPRAZOLAM DENVER FARMA;1 mg comp.x 60;Denver Farma;$ 13616.16;50%;$ 6808.08
33849;alprazolam;ALPRAZOLAM DENVER FARMA;2 mg comp.x 30;Denver Farma;$ 469.82;50%;$ 234.91
40222;alprazolam;ALPRAZOLAM DENVER FARMA;2 mg comp.x 60;Denver Farma;$ 21384.95;50%;$ 10692.48
41319;amlodipina;AMLODIPINA DENVER FARMA;10 mg comp.x 30;Denver Farma;$ 2646.8;60%;$ 1058.72
39183;atorvastatín;LIPOSTOP;10 mg comp.x 30;Denver Farma;$ 32939;60%;$ 13175.6
39184;atorvastatín;LIPOSTOP;20 mg comp.x 30;Denver Farma;$ 47951.09;60%;$ 19180.44
48292;betametasona;DENVERCORT;0.1% cr.x 15 g;Denver Farma;$ 461.8;50%;$ 230.9
27522;betametasona+gentamic.+miconazol;DENVERCREM DENVER FARMA;cr.x 20 g;Denver Farma;$ 13194.03;40%;$ 7916.42
58196;bromfenac;OFTALFENAC;sol.oft.x 5 ml;Denver Farma;$ 17285.41;50%;$ 8642.71
40086;budesonide;BUDESONIDA DF BRONQUIAL;aerosol x 200 dosis;Denver Farma;$ 24151.13;80%;$ 4830.23
40610;budesonide;BUDESONIDA DF NEBU;env.x 20 ml;Denver Farma;$ 19612.18;80%;$ 3922.44
16493;carbamazepina;CARBAMAZEPINA DENVER FARMA;200 mg comp.x 30;Denver Farma;$ 14982.91;80%;$ 2996.58
43831;carbamazepina;CARBAMAZEPINA DENVER FARMA;200 mg comp.x 60;Denver Farma;$ 28607.41;80%;$ 5721.48
41250;carbomer 974 p;ALIVIALUX;gel oft.x 10 g;Denver Farma;$ 15815.85;50%;$ 7907.93
51436;carboximetilcelulosa sódica;ALIVIAMAX;0.5% sol.oft.x 10 ml;Denver Farma;$ 9728.54;50%;$ 4864.27
51437;carboximetilcelulosa sódica;ALIVIAMAX;1% sol.oft.x 10 ml;Denver Farma;$ 11143.08;50%;$ 5571.54
43081;carvedilol;CARDIONORM;12.5 mg comp.x 28;Denver Farma;$ 12599.9;60%;$ 5039.96
43082;carvedilol;CARDIONORM;25 mg comp.x 28;Denver Farma;$ 14791.58;60%;$ 5916.63
43080;carvedilol;CARDIONORM;6.25 mg comp.x 28;Denver Farma;$ 10535.44;60%;$ 4214.18
51749;cilostazol;DENCILOX;100 mg comp.x 30;Denver Farma;$ 31867.7;60%;$ 12747.08
27809;ciprofloxacina;CIPROFLOXACINA DENVER FARMA;500 mg comp.rec.x 10;Denver Farma;$ 14499.48;60%;$ 5799.79
33998;ciprofloxacina;CIPROFLOXACINA DENVER FARMA;sol.oft.x 5 ml;Denver Farma;$ 9829.26;60%;$ 3931.7
37835;ciprofloxacina+dexametasona;TACINES;susp.oft.x 5 ml;Denver Farma;$ 11157.62;50%;$ 5578.81
44473;clonazepam;CLONAZEPAM DENVER FARMA;0.5 mg comp.x 60;Denver Farma;$ 13773.38;50%;$ 6886.69
44475;clonazepam;CLONAZEPAM DENVER FARMA;2 mg comp.x 60;Denver Farma;$ 14128.32;80%;$ 2825.66
47203;condroitín,sulfato+glucosamina;GLUCODUO;1500/1200 mg sob.x 30;Denver Farma;$ 2928.22;40%;$ 1756.93
33768;diclofenac potásico+paracetamol;PANCLOGESIC;50/300 mg comp.rec.x 10;Denver Farma;$ 7370.69;40%;$ 4422.41
33769;diclofenac potásico+paracetamol;PANCLOGESIC;50/300 mg comp.rec.x 30;Denver Farma;$ 20059.24;40%;$ 12035.54
32111;diclofenac sódico;DICLOFENAC DENVER FARMA;75 mg comp.x 15;Denver Farma;$ 578.13;40%;$ 346.88
32112;diclofenac sódico;DICLOFENAC DENVER FARMA;75 mg comp.x 30;Denver Farma;$ 909.98;40%;$ 545.99
30217;diclofenac sódico;DICLOFENAC DENVER FARMA;75 mg/3 ml a.x 6;Denver Farma;$ 14739.02;40%;$ 8843.41
35354;diclofenac+pridinol;PANCLOFLEX;comp.rec.x 10;Denver Farma;$ 7226.18;40%;$ 4335.71
35355;diclofenac+pridinol;PANCLOFLEX;comp.rec.x 20;Denver Farma;$ 14090.49;40%;$ 8454.29
40720;diclofenac+vit.b12+betametasona;PANCLO B12;comp.rec.x 20;Denver Farma;$ 28632.29;40%;$ 17179.37
41574;diclofenac+vit.b12+betametasona;PANCLO B12;iny.a.x 3 x 3 ml;Denver Farma;$ 30751.49;40%;$ 18450.89
41575;diclofenac+vit.b12+betametasona;PANCLO B12;iny.a.x 6 x 3 ml;Denver Farma;$ 50600.17;40%;$ 30360.1
30218;difenhidramina;DIFENHIDRAMINA DENVER FARMA;50 mg comp.x 20;Denver Farma;$ 8074.22;50%;$ 4037.11
20854;difenhidramina;DIFENHIDRAMINA DENVER FARMA;jbe.x 120 ml;Denver Farma;$ 9309.13;50%;$ 4654.57
50157;diosmina+hesperidina micronizada;ALIVIAFLEB;500 mg comp.rec.x 30;Denver Farma;$ 28088.05;40%;$ 16852.83
50158;diosmina+hesperidina micronizada;ALIVIAFLEB;500 mg comp.rec.x 60;Denver Farma;$ 51936.77;40%;$ 31162.06
39900;dorzolamida+timolol;ALIVIAPRES;sol.oft.x 5 ml;Denver Farma;$ 31117.95;60%;$ 12447.18
29881;espironolactona;ESPIRONOLACTONA DENVER FARMA;100 mg comp.x 30;Denver Farma;$ 19096.85;50%;$ 9548.43
36476;espironolactona;ESPIRONOLACTONA DENVER FARMA;25 mg comp.x 30;Denver Farma;$ 14154.95;50%;$ 7077.48
31702;fenilefrina+tropicamida;TROPIOFTAL F;sol.oft.x 5 ml;Denver Farma;$ 10095.77;50%;$ 5047.89
50859;fenitoína;FENITOINA DENVER FARMA;100 mg cáps.x 30;Denver Farma;$ 19216.06;80%;$ 3843.21
30221;fenitoína;FENITOINA DENVER FARMA;100 mg cáps.x 50;Denver Farma;$ 30470.25;80%;$ 6094.05
55830;fluticasona+salmeterol;ASMABRON;125/25 c/cont.dosis x120;Denver Farma;$ 39243.6;60%;$ 15697.44
49283;fluticasona+salmeterol;ASMABRON;125/25 mcg aer.x 120 ds.;Denver Farma;$ 30794.96;60%;$ 12317.98
55831;fluticasona+salmeterol;ASMABRON;250/25 c/cont.dosis x120;Denver Farma;$ 42456.7;60%;$ 16982.68
49284;fluticasona+salmeterol;ASMABRON;250/25 mcg aer.x 120 ds.;Denver Farma;$ 35347.89;60%;$ 14139.16
54211;furosemida;FUROSEMIDA DENVER FARMA;40 mg comp.x 50;Denver Farma;$ 17442.26;80%;$ 3488.45
47202;glucosamina;GLUCOSAMINA DENVER FARMA;1500 mg sobres x 30;Denver Farma;$ 935.31;40%;$ 561.19
27526;haloperidol;HALOPERIDOL DENVER FARMA DECANOATO;150 mg a.x 3 ml;Denver Farma;$ 16296;60%;$ 6518.4
40957;insulina humana;INSULINA DENSULIN R;100 UI cart.x 5 x 3 ml;Denver Farma;$ 80877.39;100%;$ 0
40956;insulina humana;INSULINA DENSULIN N;100 UI cart.x 5 x 3 ml;Denver Farma;$ 80879.52;100%;$ 0
38604;insulina humana;INSULINA DENSULIN N;100 UI fco. a. x 10ml;Denver Farma;$ 3983.52;100%;$ 0
38605;insulina humana;INSULINA DENSULIN R;100 UI fco. a. x 10ml;Denver Farma;$ 4096.38;100%;$ 0
47508;latanoprost;OFTALPRES;sol.oft.estéril x 2.5 ml;Denver Farma;$ 23400.83;60%;$ 9360.33
13204;lidocaína;LIDOCAINA DENVER FARMA;2% jalea x 25 ml;Denver Farma;$ 6539.01;50%;$ 3269.51
13205;lidocaína;LIDOCAINA DENVER FARMA;2% viscosa fco.got.x50ml;Denver Farma;$ 1409.55;50%;$ 704.78
22917;lidocaína+asoc.;ANTIHEMORROIDAL DENVER FARMA;cr.rectal x 20 g;Denver Farma;$ 8702.25;50%;$ 4351.13
44710;loratadina+ambroxol;ALIVIATOS;sol.x 120 ml;Denver Farma;$ 9641.61;40%;$ 5784.97
36358;losartán;TACICUL;50 mg comp.rec.x 30;Denver Farma;$ 21639.5;60%;$ 8655.8
52044;losartán+hidroclorotiazida;TACICUL D;50/12.5 mg comp.rec.x 30;Denver Farma;$ 25085.9;50%;$ 12542.95
46368;loteprednol+tobramicina;TOBRABIOTIC SOFT;susp.oft.x 5 ml;Denver Farma;$ 13883.99;50%;$ 6942
47506;meloxicam;MELOXICAM DENVER FARMA;15 mg comp.x 10;Denver Farma;$ 10517.62;40%;$ 6310.57
47507;meloxicam;MELOXICAM DENVER FARMA;15 mg comp.x 30;Denver Farma;$ 30464.76;40%;$ 18278.86
39489;metformina;GLUCOGOOD;1000 mg comp.rec.x 60;Denver Farma;$ 24494.01;100%;$ 0
39487;metformina;GLUCOGOOD;850 mg comp.rec.x 30;Denver Farma;$ 10214.98;100%;$ 0
39488;metformina;GLUCOGOOD;850 mg comp.rec.x 60;Denver Farma;$ 20096.79;100%;$ 0
22068;metronidazol;METRONIDAZOL DENVER FARMA;500 mg comp.x 20;Denver Farma;$ 10130.57;50%;$ 5065.29
53071;montelukast;DENVERKAST;10 mg comp.x 30;Denver Farma;$ 35479.43;50%;$ 17739.72
53073;montelukast;DENVERKAST;4 mg comp.mast.x 30;Denver Farma;$ 604.51;50%;$ 302.26
53072;montelukast;DENVERKAST;5 mg comp.mast.x 30;Denver Farma;$ 1313.49;50%;$ 656.75
57225;moxifloxacina;MOXIDROP;sol.oft.x 5 ml;Denver Farma;$ 32946.04;80%;$ 6589.21
56489;nebivolol;NEBIVOLOL DENVER FARMA;5 mg comp.x 28;Denver Farma;$ 16344.94;50%;$ 8172.47
31789;nistatina;NISTATINA DENVER FARMA;cr.x 30 g;Denver Farma;$ 443.92;50%;$ 221.96
31788;nistatina;NISTATINA DENVER FARMA;susp.oral x 60 ml;Denver Farma;$ 10601.93;50%;$ 5300.97
18844;nitrofurazona;NITROFURAZONA DENVER FARMA;após.x 20;Denver Farma;$ 13547.04;50%;$ 6773.52
13190;nitrofurazona;NITROFURAZONA DENVER FARMA;pda.x 35 g;Denver Farma;$ 474.5;50%;$ 237.25
42315;prednisolona+fenilefrina;OFTALDROP;susp.oft.x 10 ml;Denver Farma;$ 15955.96;80%;$ 3191.19
53933;pregabalina;GAVANEURAL;150 mg cáps.x 30;Denver Farma;$ 55030.32;50%;$ 27515.16
53931;pregabalina;GAVANEURAL;25 mg caps.x 30;Denver Farma;$ 1642.2;50%;$ 821.1
53932;pregabalina;GAVANEURAL;75 mg cáps.x 30;Denver Farma;$ 34874.63;50%;$ 17437.32
27528;rifamicina;RIFAMICINA SV DENVER FARMA;1% spray x 30 ml;Denver Farma;$ 733.04;60%;$ 293.22
29882;rifamicina;RIFAMICINA SV DENVER FARMA;pda.x 30 g;Denver Farma;$ 568.87;60%;$ 227.55
33236;rifamicina;RIFAMICINA SV DENVER FARMA;sol.uso local x 22 ml;Denver Farma;$ 440.45;60%;$ 176.18
51218;rosuvastatina;NONLIPID;10 mg comp.x 28;Denver Farma;$ 1255.73;60%;$ 502.29
51217;rosuvastatina;NONLIPID;10 mg comp.x 30;Denver Farma;$ 20930.74;60%;$ 8372.3
55556;rosuvastatina;NONLIPID 20 MG;20 mg comp.x 30;Denver Farma;$ 37134.41;60%;$ 14853.76
50519;salbutamol;SALBUDEN HFA CON AEROCAMARA DF 280;inh.HFA+aeroc.x 250ds.;Denver Farma;$ 12763.46;80%;$ 2552.69
45295;salbutamol;SALBUDEN;inhalador hfa x 250 ds.;Denver Farma;$ 9829.18;80%;$ 1965.84
14931;salbutamol;SALBUTAMOL DENVER FARMA;sol.p/nebul.x 20 ml;Denver Farma;$ 7957.28;80%;$ 1591.46
22935;sucralfato;SUCRALFATO DENVER FARMA;20% susp.x 200 ml;Denver Farma;$ 16184.01;50%;$ 8092.01
27819;sulfadiazina de plata+asoc.;SULFADIAZINA DE PLATA DENVER FARMA;cr.pomo x 200 g;Denver Farma;$ 27097.05;50%;$ 13548.53
53499;sulfadiazina de plata+asoc.;SULFADIAZINA DE PLATA DENVER FARMA;cr.pomo x 30 g;Denver Farma;$ 6775.16;50%;$ 3387.58
27818;sulfadiazina de plata+asoc.;SULFADIAZINA DE PLATA DENVER FARMA;cr.pomo x 50 g;Denver Farma;$ 9938.36;50%;$ 4969.18
27820;sulfadiazina de plata+asoc.;SULFADIAZINA DE PLATA DENVER FARMA;cr.pote x 400 g;Denver Farma;$ 50634.27;50%;$ 25317.14
50819;tamsulosina;DENVERPROST;0.4 mg cáps.lib.cont.x30;Denver Farma;$ 37702.28;50%;$ 18851.14
36133;tetrahidrozolina;PIAM;sol.oft.x 10 ml;Denver Farma;$ 7421.48;50%;$ 3710.74
30800;timolol,maleato;TIMOLOL DENVER FARMA;sol.oft.x 5 ml;Denver Farma;$ 9897.98;80%;$ 1979.6
30801;tobramicina;TOBRABIOTIC;sol.oft.x 5 ml;Denver Farma;$ 9415.58;60%;$ 3766.23
30802;tobramicina+dexametasona;TOBRABIOTIC D;susp.oft.x 5 ml;Denver Farma;$ 11124.95;50%;$ 5562.48
53827;dexlansoprazol;IBEPRAL 30;cáps.x 15;Dom¿nguez;$ 1099.25;40%;$ 659.55
53829;dexlansoprazol;IBEPRAL 60;cáps.x 15;Dom¿nguez;$ 1426.18;40%;$ 855.71
53830;dexlansoprazol;IBEPRAL 60;cáps.x 30;Dom¿nguez;$ 51354.82;40%;$ 30812.89
53828;dexlansoprazol;IBEPRAL 30;cáps.x 30;Dom¿nguez;$ 35954.43;40%;$ 21572.66
17992;fosfato disódico+fosfato monosód;FOSFO-DOM;env.x 45 ml;Dom¿nguez;$ 16785.66;50%;$ 8392.83
13418;fólico,ác.;ACIFOL;1 mg comp.x 30;Dom¿nguez;$ 8705.17;50%;$ 4352.59
13419;fólico,ác.;ACIFOL;1 mg comp.x 60;Dom¿nguez;$ 14796.95;50%;$ 7398.48
22693;fólico,ác.;ACIFOL 10;10 mg comp.x 30;Dom¿nguez;$ 18606.31;50%;$ 9303.16
22694;fólico,ác.;ACIFOL 10;10 mg comp.x 60;Dom¿nguez;$ 30471.76;50%;$ 15235.88
16231;fólico,ác.;ACIFOL 5;5 mg comp.x 30;Dom¿nguez;$ 11428.14;50%;$ 5714.07
16232;fólico,ác.;ACIFOL 5;5 mg comp.x 60;Dom¿nguez;$ 19457.55;50%;$ 9728.78
33442;fólico,ác.;ACIFOL GOTAS;fco.x 10 ml;Dom¿nguez;$ 12171.46;50%;$ 6085.73
33856;fólico,ác.+vit.b;ACIFOL B12;comp.x 30;Dom¿nguez;$ 16478.15;50%;$ 8239.08
33859;fólico,ác.+vit.b;ACIFOL B12;comp.x 60;Dom¿nguez;$ 28075.95;50%;$ 14037.98
2609;hidroquinona+asoc.;MELASMAX;cr.x 10 g;Dom¿nguez;$ 28862.44;50%;$ 14431.22
53540;hierro+vit.b12+fólico,ác.;ACIFOL FE;comp.x 30;Dom¿nguez;$ 28569.79;50%;$ 14284.9
53541;hierro+vit.b12+fólico,ác.;ACIFOL FE;comp.x 60;Dom¿nguez;$ 51720.89;50%;$ 25860.45
41686;hierro,sacarato;FERIVE;100 mg a.x 5;Dom¿nguez;$ 49246.75;50%;$ 24623.38
47759;itopride;AFLUSAN;50 mg comp.x 10;Dom¿nguez;$ 9062.77;50%;$ 4531.39
47103;itopride;AFLUSAN;50 mg comp.x 30;Dom¿nguez;$ 23174.98;50%;$ 11587.49
47104;itopride;AFLUSAN;50 mg comp.x 60;Dom¿nguez;$ 44041.32;50%;$ 22020.66
37101;lactasa;LACTAS;cáps.x 20;Dom¿nguez;$ 25579.3;50%;$ 12789.65
37102;lactasa;LACTAS;cáps.x 50;Dom¿nguez;$ 54360.11;50%;$ 27180.06
38274;lactasa;LACTAS;gts.x 3.5 ml;Dom¿nguez;$ 11463.55;50%;$ 5731.78
2607;magnesio;MAGNEBE;comp.x 24;Dom¿nguez;$ 22707.22;40%;$ 13624.33
2608;magnesio;MAGNEBE;comp.x 60;Dom¿nguez;$ 49412.3;40%;$ 29647.38
53164;mesalazina;5-ASA 1000;1 g sob.x 30;Dom¿nguez;$ 132795.1;50%;$ 66397.55
53165;mesalazina;5-ASA 2000;2 g sob.x 30;Dom¿nguez;$ 236606.57;50%;$ 118303.29
11105;mesalazina;5-ASA 400;400 mg comp.x 30;Dom¿nguez;$ 63389.92;50%;$ 31694.96
11106;mesalazina;5-ASA 400;400 mg comp.x 60;Dom¿nguez;$ 120531.1;50%;$ 60265.55
11107;mesalazina;5-ASA 400;400 mg sup.x 10;Dom¿nguez;$ 29039.14;50%;$ 14519.57
11108;mesalazina;5-ASA 400;400 mg sup.x 30;Dom¿nguez;$ 83129.09;50%;$ 41564.55
43119;mesalazina;5-ASA 500;500 mg comp.x 30;Dom¿nguez;$ 67345.57;50%;$ 33672.79
43120;mesalazina;5-ASA 500;500 mg comp.x 60;Dom¿nguez;$ 121225.32;50%;$ 60612.66
43121;mesalazina;5-ASA 800;800 mg comp.x 30;Dom¿nguez;$ 107747.76;50%;$ 53873.88
43122;mesalazina;5-ASA 800;800 mg comp.x 60;Dom¿nguez;$ 186334.83;50%;$ 93167.42
43726;midodrine;GUTRON;2.5 mg comp.x 20;Dom¿nguez;$ 25969.47;50%;$ 12984.74
43727;midodrine;GUTRON;2.5 mg comp.x 50;Dom¿nguez;$ 58425.66;50%;$ 29212.83
30539;nitroglicerina;NITRODOM;pomo x 15 g;Dom¿nguez;$ 47322.33;60%;$ 18928.93
41279;peg 3350;BAREX UNIPEG;sobres x 12;Dom¿nguez;$ 47150.5;50%;$ 23575.25
48228;peg 3350;BAREX UNIPEG;sobres x 24;Dom¿nguez;$ 84876.41;50%;$ 42438.21
50476;peg 3350;BAREX UNIPEG;sobres x 30;Dom¿nguez;$ 106096.53;50%;$ 53048.27
21690;peg 3350+asoc.;BAREX S;pvo.hidrosol.sob.x 24;Dom¿nguez;$ 22752.42;50%;$ 11376.21
21691;peg 3350+asoc.;BAREX S;pvo.hidrosol.sob.x 50;Dom¿nguez;$ 47071.78;50%;$ 23535.89
16713;peg 3350+asoc.;BAREX 70;pvo.p/sol.oral x 1 l;Dom¿nguez;$ 15358.34;50%;$ 7679.17
11456;peg 3350+asoc.;BAREX SABORIZADO;pvo.p/sol.oral x 4 l;Dom¿nguez;$ 51758.48;50%;$ 25879.24
39541;peg 3350+bisacodilo;BAREX KIT;barex70 x2+ 4c.bisacodil;Dom¿nguez;$ 55401.73;50%;$ 27700.87
44212;pinaverio,bromuro;NULITE;100 mg comp.x 10;Dom¿nguez;$ 10449.64;50%;$ 5224.82
43692;pinaverio,bromuro;NULITE;100 mg comp.x 30;Dom¿nguez;$ 28843.06;50%;$ 14421.53
43693;pinaverio,bromuro;NULITE;100 mg comp.x 60;Dom¿nguez;$ 54802.69;50%;$ 27401.35
21693;poliestiren sulfonato cálcico;R.I.C.CALCIO;pvo.x 100g(sob.x 20x 5g);Dom¿nguez;$ 35953.09;50%;$ 17976.55
15747;poliestiren sulfonato cálcico;R.I.C.CALCIO;pvo.x 400 g;Dom¿nguez;$ 115375.8;50%;$ 57687.9
51706;quinidina,sulfato;QUINIDINA;grag.x 20;Dom¿nguez;$ 6778.61;60%;$ 2711.44
49524;rifaximina;RIFADOM;200 mg comp.x 20;Dom¿nguez;$ 19211.54;50%;$ 9605.77
49525;rifaximina;RIFADOM;200 mg comp.x 40;Dom¿nguez;$ 36500.45;50%;$ 18250.23
49635;rifaximina;RIFADOM;550 mg comp.x 10;Dom¿nguez;$ 27664.67;50%;$ 13832.34
49636;rifaximina;RIFADOM;550 mg comp.x 30;Dom¿nguez;$ 70546.76;50%;$ 35273.38
49637;rifaximina;RIFADOM;550 mg comp.x 60;Dom¿nguez;$ 118680.92;50%;$ 59340.46
39802;sodio,fosfato+bisacodilo;FOSFO-DOM KIT;Fosfodom+Bisacod:4c+1sup;Dom¿nguez;$ 2243.87;50%;$ 1121.94
24282;ursodesoxicólico,ác.;DEXO;150 mg comp.x 20;Dom¿nguez;$ 20181.68;50%;$ 10090.84
24283;ursodesoxicólico,ác.;DEXO;300 mg comp.x 20;Dom¿nguez;$ 35167.24;50%;$ 17583.62
24284;ursodesoxicólico,ác.;DEXO;300 mg comp.x 50;Dom¿nguez;$ 84768.51;50%;$ 42384.26
35188;vit.b12;SL B12;comp.ran.x 15;Dom¿nguez;$ 28005.73;40%;$ 16803.44
35189;vit.b12;SL B12;comp.ran.x 30;Dom¿nguez;$ 48697.62;40%;$ 29218.57
49030;vit.d;DENURIX;gts.x 10 ml;Dom¿nguez;$ 20582.81;40%;$ 12349.69
49029;vit.d;DENURIX;gts.x 4 ml;Dom¿nguez;$ 8840.56;40%;$ 5304.34
59451;etoricoxib;SIATEX;120 mg comp. x 10;Donato Zurlo;$ 12808.12;50%;$ 6404.06
59448;etoricoxib;SIATEX;60 mg comp. x 28;Donato Zurlo;$ 24832.93;50%;$ 12416.47
59449;etoricoxib;SIATEX;90 mg comp. x 14;Donato Zurlo;$ 20157.05;50%;$ 10078.53
59450;etoricoxib;SIATEX;90 mg comp. x 28;Donato Zurlo;$ 32466.98;50%;$ 16233.49
60100;tiras reactivas;VIVACHEK INO;tiras reactivas x 50;Drog. Farmaquio;$ 59742.97;100%;$ 0
26844;azitromicina;CLEARSING;500 mg comp.x 3;Duncan;$ 8718.55;60%;$ 3487.42
2765;bromazepam;NULASTRES;3 mg comp.x 20;Duncan;$ 889.96;50%;$ 444.98
2766;bromazepam;NULASTRES;3 mg comp.x 50;Duncan;$ 1824.89;50%;$ 912.45
2767;bromazepam;NULASTRES;6 mg comp.x 20;Duncan;$ 1144.37;50%;$ 572.19
2768;bromazepam;NULASTRES;6 mg comp.x 50;Duncan;$ 2432.46;50%;$ 1216.23
14372;ciprofloxacina;CIPROFLOXACINA DUNCAN;500 mg comp.x 10;Duncan;$ 15138.6;60%;$ 6055.44
11338;diclofenac dietilamina;CURINFLAM;gel x 50 g;Duncan;$ 8453.37;40%;$ 5072.02
2752;diclofenac sódico;CURINFLAM A.P.;cáps.x 15;Duncan;$ 16885.67;40%;$ 10131.4
2754;diclofenac sódico;CURINFLAM;iny.a.x 6 x 3 ml;Duncan;$ 11483.84;40%;$ 6890.3
30248;difenhidramina;HISTALER;jbe.x 1 x 120 ml;Duncan;$ 8981.05;50%;$ 4490.53
255;enalapril;ENALDUN;10 mg comp.x 30;Duncan;$ 8297.05;80%;$ 1659.41
32527;enalapril;ENALDUN;10 mg comp.x 60;Duncan;$ 14150.55;80%;$ 2830.11
457;enalapril;ENALDUN;20 mg comp.x 30;Duncan;$ 10493.13;80%;$ 2098.63
32528;enalapril;ENALDUN;20 mg comp.x 60;Duncan;$ 3999.43;80%;$ 799.89
35593;enalapril;ENALDUN;5 mg comp.x 30;Duncan;$ 5972.72;80%;$ 1194.54
11357;gemfibrozil;GEDUN;600 mg comp.x 30;Duncan;$ 23451.55;60%;$ 9380.62
4815;sulfametoxazol+trimetoprima;NETOCUR;800/160 mg comp.x 10;Duncan;$ 10580.29;60%;$ 4232.12
4814;sulfametoxazol+trimetoprima;NETOCUR;jbe.x 100 ml;Duncan;$ 9331.33;60%;$ 3732.53
2899;sulfametoxazol+trimetoprima+asoc;NETOCUR BALSAMICO;comp.x 10;Duncan;$ 10045.23;50%;$ 5022.62
2843;sulfametoxazol+trimetoprima+asoc;NETOCUR BALSAMICO;jbe.x 100 ml;Duncan;$ 9335.56;50%;$ 4667.78
57506;bisoprolol;PROBLOCK;10 mg comp.rec.x 30;Eczane;$ 20602.38;60%;$ 8240.95
57507;bisoprolol;PROBLOCK;2.5 mg comp.rec.x 30;Eczane;$ 7788.04;60%;$ 3115.22
55671;bisoprolol;PROBLOCK;5 mg comp.rec.x 30;Eczane;$ 13771.26;60%;$ 5508.5
20363;budesonide;ENTOCORT;cáps.lib.contr.x 100;Eczane;$ 290485.84;50%;$ 145242.92
55690;diclofenac sódico;ACLOXIGENAC;50 mg comp.rec.x 10;Eczane;$ 3402.52;40%;$ 2041.51
55689;diclofenac sódico;ACLOXIGENAC;50 mg comp.rec.x 15;Eczane;$ 3790.22;40%;$ 2274.13
51511;domperidona;ESTOCALM;10 mg comp.x 20;Eczane;$ 7846.24;50%;$ 3923.12
50129;domperidona;ESTOCALM;10 mg comp.x 50;Eczane;$ 18830.97;50%;$ 9415.49
54400;etoricoxib;OXUS 90;90 mg comp.x 14;Eczane;$ 20739.73;50%;$ 10369.87
54401;etoricoxib;OXUS 90;90 mg comp.x 28;Eczane;$ 36832.04;50%;$ 18416.02
52158;fenofibrato micronizado;FENOSANE;200 mg cáps.x 30;Eczane;$ 28906.99;60%;$ 11562.8
48412;ftalilsulfatiazol+asoc.;CARBOMAX;comp.x 20;Eczane;$ 7188.08;50%;$ 3594.04
51944;itopride;ITOPLUS;50 mg comp.x 10;Eczane;$ 12286.17;50%;$ 6143.09
51945;itopride;ITOPLUS;50 mg comp.x 30;Eczane;$ 14554.64;50%;$ 7277.32
51946;itopride;ITOPLUS;50 mg comp.x 60;Eczane;$ 24913.84;50%;$ 12456.92
47217;loperamida;LOVOPREN;2 mg comp.x 10;Eczane;$ 4208.1;50%;$ 2104.05
55144;nebivolol;NEOBLOCK 5;5 mg comp.x 28;Eczane;$ 15219.45;50%;$ 7609.73
49133;otilonio,bromuro;PIOMAT;comp.rec.x 20;Eczane;$ 9727.99;50%;$ 4864
49134;otilonio,bromuro;PIOMAT;comp.rec.x 40;Eczane;$ 18933.94;50%;$ 9466.97
49135;otilonio,bromuro;PIOMAT;comp.rec.x 60;Eczane;$ 25777.61;50%;$ 12888.81
51947;rosuvastatina;ROVASTANE;10 mg comp.rec.x 30;Eczane;$ 13715.49;60%;$ 5486.2
51949;rosuvastatina;ROVASTANE;20 mg comp.rec.x 30;Eczane;$ 25408.4;60%;$ 10163.36
58014;telmisartán;MITEX;40 mg comp.x 28;Eczane;$ 23572.94;60%;$ 9429.18
58015;telmisartán;MITEX;80 mg comp.x 28;Eczane;$ 36717.37;60%;$ 14686.95
50268;tióctico,ác.;THIOGAMMA 600 ORAL;600 mg comp.rec.x 30;Eczane;$ 3081.13;50%;$ 1540.57
47511;trimebutina;NORMOPAX 200;comp.x 30;Eczane;$ 11600.73;50%;$ 5800.37
47597;trimebutina;NORMOPAX 200;comp.x 60;Eczane;$ 18803.02;50%;$ 9401.51
48674;ursodesoxicólico,ác.;URDECOLE;300 mg comp.x 30;Eczane;$ 29546.03;50%;$ 14773.02
48675;ursodesoxicólico,ác.;URDECOLE;300 mg comp.x 50;Eczane;$ 52876.85;50%;$ 26438.43
